Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Tree Search,Monte Carlo Beeline 4,One,Normal,24,77020,77,S03 N04 G N40 N32 G N12 S10 G S21 S27 G S35 S14 G S15 N26 G S14 N34 G N15 N34 G,N34 N33 N32 N31 N30 N29 N28 N27 N26 S36 S35 S34,
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,24,77025,17,N05 N19 G N23 N39 G S19 S39 G N27 N25 G S08 S35 G N32 S37 G N26 N10 G N09 N15 G,,N22 N23 N08 N09 N10 N11 N27 N28 S38 S39 S40 S21 S22
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,24,77087,15,N15 S20 G N10 S10 G S04 S25 G N19 N37 G N28 S36 G S28 S08 G N01 N05+ G S24+ N07 G,,N19 N05 N01 N02 N10 N09 N25 N26 S36 S37 S18 S19
Parallel MCTS,Parallel MCTS Beeline,One,Normal,25,80282,39,N39 N38 G S32 S29 G N03 N01 G S02 N19 G S15 N04 G S19 N04 G N25 N05 G N17 S17 G N05,N13 N03 N04 N05 N19 N20 N39 N40 S30 S29 S12 S13,
Parallel MCTS,Monte Carlo Tree Search,One,Normal,25,80452,19,N18 N05 G S14 N21 G S34 N23 G S32 N07 G N09 N25 G S26 S23 G N09+ N34 G N24 N36+ G N34,N08 N07 N06 N20 N39 N38 N37 N36 N35 N34 S24 S23 S08,
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,25,80791,45,N28 S40 G S05 N33 G S12 N12 G S03 N03 G N09 N14 G S14 N15+ G N24 S24 G S34 N35+ G S24,S24 N34 N33 N15 N16 N04 N03 N02 N10 N09 N25 N24,
Monte Carlo Tree Search,Monte Carlo Tree Search,One,Normal,25,81797,77,S03 N26 G N20 N36 G S37 S27 G S25 N40 G N38 S31 G S40 S12 G N29 S29 G S29 S28 G N29+,N12 N29 N28 S38 S37 S18 S19 S05 S04 S03 S13 S12,
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,27,83935,37,S28 S30 G N37 N21 G S37 S39 G S01 S14 G S26 N26 G S12 S13 G N28 N38 G N33 N03 G N12 S31 G,N12 N29 N28 S38 S37 S18 S17 S16 S15 S14 S13 S12,
Monte Carlo Tree Search,Parallel MCTS Beeline,Two,Normal,28,87154,77,S03 N15 G N20 S21 G S32 S14 G S30 N40 G S16 S15 G S27 N37 G S25 N39 G S30 N38 G S36 N11 G N39,,N14 N13 N03 N04 N05 N19 N20 N39 N40 S30 S31 S14
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,28,87170,62,S15 N02 G N32 N14 G N27 N29 G S36 S37 G S40 N17 G S23 S11 G S09 S37 G S20 N24 G S07 N16 G S08,,N08 N07 N01 N05 N19 N18 N17 N35 N34 S24 S23 S08
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,28,87332,18,N20 S38 G S06 N27 G N31 N38 G S25 S19 G S08 S33 G S07+ N36 G S27 S40+ G S12 N22 G S10 S12+ G S10,,N38 S28 S29 S12 S11 S10 S09 S08 S07 S06 S21 S40 S39 S38
Parallel MCTS Beeline,Parallel MCTS,Two,Normal,28,88937,63,S17 S13 G S19 S01 G S04 S34 G N35 S27 G S36 N26 G N38 S24 G N11 N27 G N21 S36 G S28 N26+ G N29,,N29 N28 N27 N26 N25 N24 S34 S33 S32 S31 S30 S29
Parallel MCTS Beeline,Monte Carlo Beeline 3,One,Normal,30,96230,24,N26 N19 G S22 N01 G N33 N15 G S30 N39 G S05 S01 G S18 S39 G N20 N10 G N06 S16 G N32 N36 G N06 S01 G,N03 N02 N10 N11 N27 N26 S36 S35 S17 S16 S04 S03,
Parallel MCTS,Parallel MCTS,One,Normal,30,96344,44,S38 N25 G N29 S32 G S22 S18 G S02 S36 G S26 S34 G S24 S33+ G S35+ S17+ G S34 S23+ G S35 N34 G N34+ S08+ G,N06 N21 N40 S30 S29 S28 S27 S26 S25 S09 S08 S23 S22 S21 S06,
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,36,110028,62,S15 S34 G N30 S21 G N32 S04 G S23 S17 G S22+ S20 G N40 S19 G S06+ S05+ G S20 N21 G N21 N05 G N17 N18 G N20 S19 G N11+ N14+ G,,N01 N07 N08 N09 N10 N11 N27 N28 S38 S39 S20 S19 S05 S01
Monte Carlo Beeline 3,Monte Carlo Tree Search,One,Normal,35,111013,39,N39 N17 G S11 N04 G N34 N06 G S35 S26 G S31 N32 G S21 S33 G N24 S29 G N21 N19 G S30 N37 G N29 S03 G S13 N40 G S27 N40,N13 N03 N04 N05 N19 N20 N39 N40 S30 S31 S14 S13,
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,45,143028,33,S24 S27 G N16 N04 G N04+ N35 G N15 S13 G S30 N40 G N29 N31 G N22 S32 G S16 S31+ G S22+ N14 G S32 N21 G S04 N32 G N30 S05 G S40+ S30 G N30 N31 G S31+ S35+ G,N07 N08 N23 N22 S32 S31 S14 S13 S03 S02 S01 S07,
Monte Carlo Beeline 4,Monte Carlo Tree Search,One,Normal,19,60263,69,S01 N25 G S29 N13 G S22 N31 G S15 N29 G S27 N37 G N39 N12+ G S40,N03 N13 N12 N29 N30 S40 S21 S06 S07 S01 S02 S03,
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,21,67279,55,S25 N10 G N22 N31 G S13 S10 G S29 S12 G S27 S29+ G S12 N29 G S19 S12+ G,,N10 N09 N08 N23 N22 S32 S31 S30 S29 S12 S11 S10
Monte Carlo Beeline 4,Parallel MCTS,Two,Normal,21,67468,40,S34 S30 G N04 S03 G S23 S16 G S12 S39 G N20 N37 G S37 N13 G N28 S15 G,,N16 N17 N18 N37 N38 S28 S29 S30 S31 S14 S15 S16
Monte Carlo Tree Search,Monte Carlo Beeline 3,Two,Normal,22,70724,7,N09 N14 G N35 S39 G S13 N40 G N12 N38 G N06 N27 G S27 S28 G S25 S06 G S27,,N27 N11 N12 N13 N14 N15 N16 N17 N35 N36 S26 S27
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,22,71899,76,S13 N16 G S08 S20 G N22 S05 G N34 S01 G S01+ S05+ G S01 N05 G N10 N02 G N01,,N01 N02 N03 N04 N16 N17 N35 N34 S24 S23 S08 S07 S01
Parallel MCTS Beeline,Parallel MCTS Beeline,Two,Normal,22,72212,11,N12 N07 G N36 N18 G N38 N16 G N23 S01 G N03 N04 G N05 S33 G S40 S06 G S09,,N09 N08 N07 N01 N05 N04 N16 N17 N35 N36 S26 S25 S09
Monte Carlo Tree Search,Parallel MCTS Beeline,Two,Normal,22,72269,7,N09 S32 G S23 S35 G S03 N02 G S05 N05 G S19 S16 G N20 N19 G S17+ S16 G S04,,N22 S32 S33 S15 S16 S04 S05 S01 S07 S08 S23 S22
Monte Carlo Tree Search,Monte Carlo Tree Search,One,Normal,24,73268,38,N37 N14 G S07 N03 G S12 N05 G S33 S16 G N16 S03 G S14 N04 G S02 N10 G S02 N10 G,N10 N02 N03 N04 N16 N17 N35 N36 S26 S27 S11 S10,
Parallel MCTS,Parallel MCTS Beeline,One,Normal,24,77100,75,S11 N22 G S02 S04 G N34 S26 G N13 N30 G S09 S17 G S30 S29 G N18 S14 G N02 S01 G,N29 N30 N31 N32 N33 N34 S24 S25 S09 S10 S11 S12 S29,
Parallel MCTS,Monte Carlo Beeline 3,One,Normal,25,78029,34,N33 N19 G S24 N37 G N28 N35 G S13 N17 G N17+ N16 G N17 N16 G N40 S17 G N17 N35 G N17,N38 N37 N18 N17 N16 N15 N14 N31 N30 N29 N28 S38,
Monte Carlo Beeline 4,Monte Carlo Beeline 3,One,Normal,25,78900,69,S01 N09 G N14 N32 G S32 N34 G S21 N12 G N03 N40 G S08 N06 G N06+ S06 G S38 S19+ G S04+,N20 N06 N21 N22 S32 S33 S15 S16 S04 S05 S19 S20,
Monte Carlo Tree Search,Monte Carlo Beeline 4,One,Normal,25,81885,48,S22 N31 G N35 N15 G S14 N04 G S05 S10 G N13 S12 G S03 S28 G S27 N28 G N40 S30 G S30+,S32 S31 S30 S29 S28 S27 S11 S10 S09 S08 S23 S22 N32,
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,27,86610,38,N37 N21 G N04 S30 G S34 S33 G S33+ S16 G N15 S14 G N12 N07 G S13 N31 G S13 S03 G S18 N01+ G,,S32 N22 N21 N06 N07 N01 N02 N10 N11 N12 N29 N30 N31 N32
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,27,86624,24,N26 S36 G N30 S38 G S21 N09 G S09 N02 G S05 N12 G S31 S11 G N10 S26 G N11 N25 G N37 S02 G,N01 N02 N10 N09 N25 N26 N27 N28 S38 S39 S20 S19 S05 S01,
Parallel MCTS,Parallel MCTS,Two,Normal,28,86900,64,S19 S02 G S32 S13 G N12 S04 G N06 S15 G N34 N14 G S28 S29 G N32 S28+ G S40 S11 G S26 S27+ G S26,,N01 N07 N06 N20 N39 N38 S28 S27 S26 S25 S09 S10 S02 S01
Monte Carlo Beeline 3,Monte Carlo Beeline 3,Two,Normal,28,87231,38,N37 N01 G S32 N22 G N32 N33 G N40 S30 G S06 S08 G S23 N16 G N33 N21 G S03 S14 G N15 S04 G S16,,N03 N02 N01 N07 N06 N21 N22 S32 S33 S15 S16 S04 S03
Monte Carlo Tree Search,Parallel MCTS,Two,Normal,28,91433,7,N09 S23 G N07 N17 G N12 N13 G S30 N02 G S28 N04 G N01+ N19 G N01 N05+ G S03 N05 G N19 N03+ G S03+,,N07 N06 N21 N22 S32 S31 S14 S13 S03 S02 S01 S07
Monte Carlo Beeline 4,Parallel MCTS Beeline,Two,Normal,28,91464,40,S34 S35 G N10 N19 G S18 S22 G N14 S08 G S03 S01 G N08 N23 G S17 N07 G N21 S04+ G S07 S29 G N06,,N06 N07 N01 N02 N10 N11 N12 N29 N30 S40 S21 S06
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,30,95245,38,N37 S33 G N05 S16 G S12 S18 G N32 S20 G N15 S03 G S14 N08 G N27 S38 G N06 N13 G N30 S39 G N21+ S21 G,,N02 N01 N07 N06 N21 N22 S32 S31 S14 S13 S03 S02
Monte Carlo Beeline 3,Parallel MCTS Beeline,Two,Normal,30,96155,38,N37 N14 G S36 N03 G N29 N12 G S09 S10 G N27 S27 G S29 S26 G S39 S01 G N11 S26 G S10 S09 G S01 S27 G,,N33 N32 S22 S23 S08 S07 S01 S05 S19 S18 S17 S35 S34 S33
Parallel MCTS Beeline,Monte Carlo Tree Search,One,Normal,31,96736,16,N19 N20 G S37 N23 G S13 S14 G N16 S39 G S30 N11 G N14 N27 G S01 N26 G N31 N27 G N27 N28 G S31 N29 G N40,S40 S21 S06 S07 S01 S02 S10 S11 S12 S29 S30 N40,
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,33,101374,38,N37 N14 G S03 S31 G S34 N40 G N19 S12 G S29 S35 G S27 N35 G S01 S27+ G S28 N28 G S08 S38 G N19+ S19 G S17 S25 G,,N21 N06 N07 N01 N02 N03 N13 N14 N31 N30 S40 S21
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,34,106343,69,S01 N31 G S37 S38 G N38 S20 G N05 S40 G S21 S06 G N09 N25 G S21 N22 G S40 N23 G N23+ S07 G S07 S23 G S21 N21+ G N21,,S32 N22 N21 N06 N07 N01 N02 N03 N13 N14 N31 N32
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,36,110637,17,N05 N19 G S15 N39 G S04 N07 G S19 N23 G S24 N21 G N30 N12 G N15 N33 G S16 S17 G S17+ S35 G N34 S17 G S34 S35 G N33 S17+ G,,N06 N20 N19 N18 N17 N35 N34 N33 N32 N31 N30 S40 S21 S06
Parallel MCTS Beeline,Parallel MCTS,One,Normal,43,134738,17,N05 S04 G N18 S28 G S15 S30 G S26 S02 G N35 S32 G S40 S20 G S08 N17+ G N26 N31 G S22 S23 G S21+ N28 G N38 S39 G S06 S22 G N23 S33 G N20 S34 G S23,N07 N01 N02 N03 N13 N14 N31 N32 S22 S23 S08 S07,
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,18,57777,10,N14 N40 G N09 S27 G S39 N17 G S29 S04 G S19 S24 G S03 N04 G,N04 N03 N13 N14 N31 N30 S40 S39 S20 S19 S05 S04,
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,19,59749,10,N14 N40 G N10 S10 G S38 S03 G N36 N18 G N12 S12 G S18 N29 G N37,N37 N18 N17 N16 N15 N14 N13 N12 N29 N28 S38 S37,
Monte Carlo Beeline 4,Monte Carlo Tree Search,One,Normal,19,60135,10,N14 S23 G N40 N24 G N02 S35 G N36 S06 G S33 S32 G N38 N25+ G S34,N33 N15 N14 N13 N03 N02 N10 N09 N25 N24 S34 S33,
Parallel MCTS,Parallel MCTS Beeline,One,Normal,19,62574,74,S09 N07 G S33 N05 G S40 S28 G N18 N12 G S06 S01 G N29 N30+ G N29,N11 N12 N29 N30 S40 S21 S06 S07 S08 S09 S10 S11,
Monte Carlo Tree Search,Monte Carlo Beeline 4,One,Normal,21,67490,10,N14 N40 G S34 S35 G S09 N35 G N37 N33 G N28 S02 G N21+ N19 G S14 S34 G,N16 N15 N14 N13 N12 N29 N28 S38 S37 S18 S17 S16,
Monte Carlo Tree Search,Parallel MCTS,Two,Normal,22,70605,10,N14 N11 G N16 N05 G S06 N03 G S35 N35 G S16 N33 G S33 N15 G S25 N37 G N15,,N33 N15 N16 N04 N03 N13 N12 N11 N27 N26 S36 S35 S34 S33
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,22,71527,36,N38 S08 G N32 S32 G N26 S34 G S18 S17 G N03 S18+ G S17 N09 G N08 N23 G S05,,N34 S24 S23 S08 S07 S01 S05 S19 S18 S17 S35 S34
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,22,71874,10,N14 S25 G N21 N39 G S37 N19 G N17 N35 G S03 N37 G S16 S33 G N36 S35 G N36,,N23 N22 N21 N06 N20 N19 N18 N37 N36 S26 S25 S24 S23
Monte Carlo Beeline 4,Parallel MCTS,Two,Normal,22,72364,10,N14 N15 G S39 N14+ G S09 N32 G S35 S21 G N31+ S23 G S07 N24 G S33 N34 G S07+,,N34 S24 S23 S08 S07 S06 S20 S39 S38 S37 S36 S35 S34
Monte Carlo Tree Search,Parallel MCTS Beeline,One,Normal,24,73071,10,N14 N21 G S36 S37 G S27 S19 G N36 S17 G N18 N29 G S13 S39 G S40 S37 G S37 N37 G,N38 N37 N18 N17 N16 N15 N14 N31 N30 S40 S39 S38,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,25,73641,10,N14 N40 G N09 S09 G S37 N03 G S13 S03 G N12 N26 G S17 N35 G S13 N37 G S29+ S22 G S13,N13 N14 N31 N32 S22 S23 S08 S07 S01 S02 S03 S13,
Parallel MCTS,Monte Carlo Tree Search,One,Normal,24,76984,75,S11 S35 G N31 S06 G N28 S39 G S22 S37 G S19 S01 G N10 S07+ G S37 S20 G S04 S02+ G,N27 N28 S38 S37 S18 S19 S05 S01 S02 S10 S11 S27,
Parallel MCTS,Monte Carlo Beeline 3,One,Normal,24,77124,28,N30 N11 G N17 N02 G N24 S18 G N13 N15 G N04 N07 G N09 S01 G S08 S03 G N01 S06 G,N02 N03 N04 N16 N15 N14 N31 N30 S40 S21 S06 S07 S01 S02,
Parallel MCTS Beeline,Parallel MCTS,One,Normal,25,77911,15,N15 S27 G N08 N20 G S31 N40 G N08+ N06 G S06 N22 G S30 N21 G N21 S22 G S32 S40 G N30,N06 N20 N19 N05 N04 N16 N15 N14 N31 N30 S40 S21 S06,
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,25,79827,12,N16 S15 G S20 S19 G S27 S01 G S10 N12 G S03 N36 G S12 N26 G S36 N27 G N37+ S11 G N27,N18 N17 N16 N04 N03 N13 N12 N11 N27 N26 S36 S37 S18,
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,27,86551,10,N14 N02 G S18 S36 G N28 S34 G N36 S21 G S24 N25 G N12 S15 G S35 S10 G S04 N17 G S35 S29 G,,N10 N02 N01 N05 N19 N18 N37 N36 S26 S27 S11 S10
Parallel MCTS Beeline,Monte Carlo Beeline 4,One,Normal,27,86636,28,N30 S22 G N02 S05 G S12 S03 G S26 N04 G S09 N13 G S04 S06 G N15 S20 G S06 N31 G N18 N26 G,N18 N17 N16 N15 N14 N31 N30 S40 S39 S20 S19 S18,
Parallel MCTS,Parallel MCTS,Two,Normal,28,86638,1,N01 N40 G N04 N18 G N24 N05 G N04+ N06 G S19 N21+ G N20 N19+ G N28 N20 G N19 N05 G N06+ N19+ G N05,,N14 N13 N03 N04 N05 N19 N20 N39 N40 S30 S31 S14
Monte Carlo Beeline 4,Parallel MCTS Beeline,Two,Normal,28,86964,10,N14 N32 G N05 N25 G S15 S14 G S34 S33 G N03 N10 G N11 N39 G N37 N18 G N35 S07 G S05 S19 G S20,,N19 N18 N17 N35 N34 S24 S23 S22 S21 S06 S20 S19
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,28,87370,10,N14 N20 G N25 N23 G N10 N32 G N34 N35 G S27 S26 G S31 S24 G S33 S15 G S04 S13 G S33+ S04+ G S15,,N05 N19 N20 N39 N40 S30 S31 S14 S15 S16 S04 S05
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,30,92075,10,N14 N12 G N05 N02 G S27 S12 G S05 S01 G S07 N13 G S10 S16 G S03 S33 G N03 N04 G S04 S23 G S15 S05 G,N16 N15 N33 N32 S22 S21 S06 S07 S01 S05 S04 S16,
Parallel MCTS Beeline,Parallel MCTS Beeline,Two,Normal,30,96134,52,S26 N37 G N33 N17 G S33 N04 G S06 S22 G S03 S10 G S29 S12 G N29 N30 G S11 N19 G N31 S11 G N30 N11 G,,N01 N02 N03 N13 N14 N31 N30 S40 S39 S20 S06 S07 S01
Parallel MCTS Beeline,Monte Carlo Beeline 3,One,Normal,31,96706,8,N13 S21 G N36 N38 G N19 S29 G N40 S27 G S11 S38 G S28 S14 G S36 S28 G S17 S33 G S34 S35 G S37 S18 G N25,N13 N12 N11 N27 N26 N25 N24 S34 S33 S15 S14 S13,
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,33,101492,10,N14 N40 G N09 S25 G N28 N12 G S12 N07 G N23 S08 G S40 S21 G S19 N04 G N19 S04 G N03 S34 G N04 N35+ G N03 S03 G,,N11 N27 N26 N25 N24 S34 S33 S15 S14 S13 S12 S11
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,34,108354,10,N14 S23 G N39 S20 G N06 N30 G S38 N32 G N21 S32 G S22+ S39+ G S34 N23 G N19 S30 G S21 N31 G N33 S13 G S40 S30 G N33+,,N11 N27 N28 N29 N30 N31 N32 N33 N34 S24 S25 S26 S27 S11
Monte Carlo Beeline 4,Monte Carlo Beeline 3,One,Normal,21,65447,2,N08 S01 G N01 S11 G N40 N22 G S26 N06 G N27 N07 G S22 S12+ G N07 S10 G,N11 N27 N26 N25 N09 N08 N07 N06 N21 N40 S30 S29 S12 S11,
Parallel MCTS,Parallel MCTS Beeline,Two,Normal,22,68620,51,S21 S17 G N01 N25 G N28 S23 G N23 S02 G S09 S08 G S32 N21 G S05 N24 G N08,,N04 N05 N01 N07 N08 N23 N24 S34 S35 S17 S16 S04
Parallel MCTS,Monte Carlo Beeline 4,Two,Normal,22,72204,49,N32 S28 G S23 N39 G N37 N21 G S38 S30 G S20 S29+ G S30 S22 G N16 N23 G N40,,N23 N22 N21 N40 S30 S29 S28 S27 S26 S25 S24 S23
Monte Carlo Beeline 4,Parallel MCTS Beeline,Two,Normal,22,72293,2,N08 S03 G N39 S19 G S06 N01 G N24 N27 G N19 S38 G N07 S29 G S30 S27 G S11,,N01 N07 N06 N21 N40 N39 N38 S28 S27 S11 S10 S02 S01
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,24,76955,2,N08 N32 G N19 S19 G S29 S01 G S31 S03 G N06 N04 G S08 S06 G S06+ S23+ G N40 S07+ G,,N01 N05 N04 N16 N15 N33 N34 S24 S23 S08 S07 S01
Parallel MCTS,Monte Carlo Tree Search,One,Normal,24,76989,31,N31 N34 G N19 S07 G N09 N10 G N26 N01 G N04 N03 G N05+ N04+ G S02 N03 G N04 S13 G,N13 N14 N31 N30 S40 S21 S06 S07 S01 S02 S03 S13,
Parallel MCTS,Monte Carlo Beeline 3,One,Normal,23,77171,18,N20 S16 G N28 S03 G S35 S25 G N32 S27 G N09 S12 G N26 S13+ G S12 S10 G S26 S10,N10 N09 N08 N07 N06 N20 N39 N38 S28 S27 S11 S10,
Monte Carlo Beeline 3,Monte Carlo Tree Search,One,Normal,25,78030,78,S12 S33 G S06 S18 G S05 S03 G N04 S08 G S02 S20+ G N06 N19 G N01 N10 G N05+ S19 G N28,S28 S27 S11 S10 S02 S01 S05 S19 S18 S37 S38 N28,
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,25,78204,23,N23 N11 G S23 S25 G N04 N07 G S06 N02 G S29 N26 G N08 N31 G N35 N36 G S31 N40 G N36,N30 N31 N14 N15 N16 N17 N35 N36 S26 S27 S28 S29 S30,
Parallel MCTS Beeline,Monte Carlo Beeline 4,One,Normal,25,78310,18,N20 N11 G N33 N31 G N16 N40 G S06 S32 G S40 N13 G N23 N15 G N21 S15 G N14 S36 G N14,N21 N06 N07 N01 N05 N04 N16 N15 N14 N31 N30 S40 S21,
Monte Carlo Beeline 3,Parallel MCTS Beeline,Two,Normal,27,86592,78,S12 N34 G S18 S34 G N27 S14 G N07 S07 G S32 S21 G N40 N30 G S39 S20 G S31 S06 G S06 N04 G,,N21 N06 N07 N01 N05 N04 N16 N15 N33 N32 S22 S21
Monte Carlo Tree Search,Parallel MCTS,One,Normal,30,93360,78,S12 N37 G S08 S06 G N01 N21 G S03 S24 G N23 N36+ G N04 S13+ G S02 S32 G N15 N33 G S34 S33 G N29 S30 G,N30 S40 S39 S20 S19 S05 S01 S02 S10 S11 S12 S29 S30,
Parallel MCTS,Parallel MCTS,One,Normal,30,96181,78,S12 S15 G S07 S04 G S18 S37 G S37+ S39 G N05 N19 G N40 N17 G N37 N18 G N36 N17+ G S40+ N36+ G N39+ N30+ G,N29 N30 S40 S39 S20 S19 S05 S04 S03 S13 S12 S29,
Parallel MCTS Beeline,Parallel MCTS Beeline,One,Normal,30,96213,36,N38 S28 G N22 S32 G N06 S30 G S22 S23 G S06 N26 G N21 N25 G N34 S23 G S09 N25 G N09 N16 G S23 S25 G,N25 N09 N08 N07 N01 N05 N19 N18 N17 N35 N34 S24 S25,
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,30,96226,23,N23 S32 G N07 N21 G S37 S36 G N39 N40 G S27 S36+ G S25 S09 G N28 N27 G N39 N12 G S30 N10 G S03 S12 G,,N03 N02 N10 N11 N27 N26 S36 S35 S34 S33 S15 S14 S13 S03
Monte Carlo Tree Search,Monte Carlo Beeline 4,One,Normal,31,101046,23,N23 S32 G N35 S30 G S03 N21 G S17 N20 G S07 S12 G N38 S28 G S29+ N40 G N28 N39+ G N31 N37+ G S40 N30 G N38,N07 N06 N20 N39 N38 S28 S29 S12 S13 S03 S02 S01 S07,
Monte Carlo Tree Search,Monte Carlo Tree Search,One,Normal,33,102655,78,S12 S33 G N29 S37 G N08 N26 G S01 N31 G N13 S24 G S01+ S08 G S09 S07+ G S08 S10+ G S08 S21 G N10 S08+ G N39 S23 G,N02 N01 N07 N06 N20 N39 N38 S28 S27 S11 S10 S02,
Parallel MCTS Beeline,Parallel MCTS,Two,Normal,33,105769,9,N03 N11 G N32 N30 G N13 S39 G N20 S21 G S01 S07 G N08 N07 G N21 S07+ G N08+ S06 G N38 S05 G S29 N06 G S18 S39 G,,N08 N09 N10 N11 N27 N28 S38 S39 S20 S19 S05 S01 S07 S08
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,33,105924,55,S25 S10 G N36 S26 G S21 N36+ G S35 S27 G S29 S11+ G S27 S16 G S05 S31 G S14 N27 G S32 N22 G N20 N11 G N04 N15 G,,S36 S35 S34 N24 N23 N22 N21 N40 N39 N38 N37 N36
Parallel MCTS Beeline,Monte Carlo Beeline 3,One,Normal,33,106009,40,S34 S03 G N18 N37 G S30 S32 G N39 S14 G S23 S22 G N34 S24 G S06 S20 G S33 N33 G N14 N27 G S33 S32 G N33 N32 G,N13 N14 N15 N33 N34 S24 S25 S26 S27 S28 S29 S30 S31 S14 S13,
Monte Carlo Tree Search,Monte Carlo Beeline 3,Two,Normal,34,106248,78,S12 S11 G S04 S24 G N11 N24 G S26 S01 G N07 N01 G N40 N21 G S02 S06 G S32 S08+ G S30 N08 G S07 S09 G N07+ N08+ G N07,,N04 N05 N01 N07 N08 N23 N22 S32 S33 S15 S16 S04
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,34,106248,2,N08 N11 G N18 N04 G S29 N22 G N15 N31 G S16 N02 G N24 N09+ G N39 N38 G N13 S28+ G N30+ S37 G N02 N14 G N04 N19 G N14,,S36 S37 S38 N28 N29 N12 N13 N14 N15 N16 N17 N35 N36
Monte Carlo Tree Search,Parallel MCTS Beeline,Two,Normal,34,106301,78,S12 N39 G S25 N37 G S40 S28 G N29 S26 G N13 S26 G S06 N36+ G S27 S26 G N25 N26 G S37 N30 G S26 S28 G N11 N36 G N37,,N07 N06 N20 N39 N38 N37 N36 S26 S25 S09 S08 S07
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,34,106976,78,S12 S01 G N34 S24 G N24 S27 G N27 S10 G S33 S02+ G S10 N12 G N10 N11+ G N11+ S11 G N03 N13 G S37 N04 G S39 N16+ G N29+,,N18 N17 N16 N15 N14 N31 N30 N29 N28 S38 S37 S18
Monte Carlo Beeline 4,Parallel MCTS,Two,Normal,34,107608,2,N08 N21 G N03 N05 G N36 N18 G S16 S18 G S05 S36 G S39 N19 G N37 N38 G N20+ S17 G S34 S33 G N18 S17+ G N17 S35 G S34,,N13 N12 N29 N28 S38 S37 S36 S35 S34 S33 S15 S14 S13
Parallel MCTS Beeline,Parallel MCTS,One,Normal,19,59970,6,N11 S16 G S08 S05 G S13 S20 G N40 S18 G S37 S02 G N05 N37 G N01,N01 N02 N10 N11 N27 N26 S36 S37 S18 S19 S05 S01,
Parallel MCTS,Parallel MCTS Beeline,One,Normal,19,62545,44,S38 N03 G N25 S34 G N32 N35 G S36 N10 G S37+ S17 G S10 S35+ G N30,N33 N32 N31 N30 S40 S39 S38 S37 S36 S35 S34 S33,
Monte Carlo Tree Search,Parallel MCTS,Two,Normal,22,72192,14,N17 N32 G N02 S07 G N22 S09 G N40 S23 G N07 N05 G N20 N19 G S16 N05+ G N19,,N30 N31 N14 N13 N03 N04 N05 N19 N20 N39 N40 S30
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,24,72609,14,N17 N04 G N32 N14 G S14 N15 G S19 S28 G N15 N16 G S34 S35 G S17 N25 G N33 S16 G,S36 S35 S17 S16 S04 S03 S13 S12 S29 S28 N38 N37 N36,
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,24,76261,60,S16 S27 G S05 S10 G S29 N29 G N08 S23 G S40 S25 G S08 S09+ G S08 N33 G N40 N30 G,N30 S40 S21 S22 S23 S08 S09 S10 S11 S12 S29 S30,
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,24,77030,17,N05 N09 G N14 N13 G S12 S26 G N39 N38 G N38+ S29 G S29 S28+ G S01 S06 G S19 N29+ G,N13 N03 N04 N05 N19 N18 N37 N38 S28 S27 S11 S12 S13,
