Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path One,Winning Path Two
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,31,96713,17,N05 S37 G S28 S31 G S04 N20 G N08 N25 G S10 N22 G S08 S25 G S34 S33 G N09 N10 G S09 S33 G N35 N34 G N33,N01 N05 N04 N16 N15 N33 N34 S24 S25 S09 S10 S02 S01,
Parallel MCTS Beeline,Parallel MCTS Beeline,Two,Normal,34,105969,67,S20 S05 G S38 S37 G N08 N24 G S23 S09 G N25 N26 G N10 N36 G S08 N27 G S07 N30 G N25 N19 G S07 S28 G N09 N20 G N25,,N02 N10 N11 N27 N26 N25 N24 S34 S33 S15 S16 S04 S03 S02
Monte Carlo Beeline 3,Parallel MCTS Beeline,Two,Normal,39,125049,17,N05 N34 G N20 N36 G N15 N16 G S27 S09 G S22 S07 G S02 S10 G N23 N08 G S02 S03 G S08 S34 G S23 N19 G S10 S26 G S23 S18 G S11 N09 G,,N25 N09 N08 N07 N06 N21 N40 S30 S29 S28 S27 S26 S25
Parallel MCTS,Parallel MCTS,One,Normal,18,57702,37,S28 N13 G S18 N07 G N11 N39 G S40 S32 G N16 S14 G S02 N08+ G,N11 N10 N09 N08 N23 N22 S32 S31 S30 S29 S12 S11,
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,21,67442,38,N37 S30 G N19 N04 G S12 N17 G S17 S32 G N34 S14 G S15 S33 G S33+ S15 G,,N17 N18 N19 N20 N39 N40 S30 S31 S14 S15 S16 S17
Monte Carlo Tree Search,Monte Carlo Tree Search,One,Normal,21,67677,15,N15 N37 G S07 S26 G N11 N34 G S15 S23 G N32 S21 G N40 S22 G S08 N28 G,N11 N12 N13 N14 N31 N32 S22 S23 S24 S25 S26 S27 S11,
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,22,68711,58,S31 S38 G N16 N29 G N25 N22 G N31 S33 G S21 N27 G N10 S26 G N09+ N30 G S40,,N18 N17 N16 N15 N14 N31 N30 S40 S39 S38 S37 S18
Monte Carlo Tree Search,Monte Carlo Beeline 3,Two,Normal,22,69265,38,N37 S10 G S31 S08 G N08 N19 G S17 N39 G N26 S39 G N06 N30 G N07+ S37 G N40,,S40 S39 S38 S37 S18 S17 S16 S15 S14 S31 S30 N40
Parallel MCTS Beeline,Parallel MCTS,Two,Normal,22,72264,16,N19 S39 G S13 N28 G S31 S30 G S01 N21 G S29 N40 G N40+ S29 G S14 N03 G S29,,S40 S21 S06 S07 S01 S02 S03 S13 S12 S29 S30 N40
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,22,72284,66,S18 S21 G S27 S09 G N32 S02 G N14 S07 G N16 S06+ G S07 N29 G N31 N39 G S07,,N39 N38 S28 S27 S11 S10 S02 S01 S07 S06 S21 S40 S39
Monte Carlo Beeline 3,Monte Carlo Beeline 3,One,Normal,24,73521,15,N15 N26 G N39 N06 G S20 S21 G S31 S09 G S33 S32 G S23 N29 G S38 N23 G N22 N05 G,N05 N04 N16 N15 N14 N13 N12 N29 N28 S38 S39 S20 S19 S05,
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,24,77042,59,S29 N04 G N23 N15 G S25 N34 G N28 S22 G N17 N37 G S23 S08 G S18 S20 G S23 S06 G,N31 N32 S22 S21 S06 S07 S08 S09 S10 S11 S12 S29 S30 S31,
Parallel MCTS Beeline,Monte Carlo Tree Search,Two,Normal,24,77153,58,S31 N20 G N25 N18 G S38 S29 G N12 N32 G N08 N07 G S36 N38 G S30 N38 G S17 S37 G,,N11 N10 N09 N08 N07 N06 N20 N39 N38 S28 S27 S11
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,25,77672,15,N15 N19 G N23 S18 G N27 N13 G S14 S13 G S16 S24 G S12 S21 G S29 N04 G S14 S11 G S15,N15 N33 N32 S22 S21 S06 S20 S19 S05 S04 S16 S15,
Monte Carlo Beeline 3,Parallel MCTS Beeline,One,Normal,25,77799,43,S33 S23 G N16 N04 G N39 S16 G S05 S07 G S18 S03 G S10 S09 G S09 S36 G N28 S40 G S17,N37 N38 N39 N40 S30 S31 S32 S33 S34 S35 S17 S18 S37,
Parallel MCTS Beeline,Monte Carlo Beeline 3,One,Normal,25,78184,8,N13 N16 G N20 S16 G S38 N32 G S03 N34 G S14 S18 G S36 S05 G N33 S06 G N31 S37 G S19,N13 N12 N29 N30 S40 S39 S20 S19 S05 S04 S16 S15 S14 S13,
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,25,79178,75,S11 S40 G N04 S17 G S05 S09 G S13 S02 G N36 N35 G S10 N39 G S10 S36 G N38 N37+ G S28+,N37 N38 S28 S27 S11 S10 S02 S01 S05 S19 S18 S37,
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,27,85865,66,S18 S36 G S21 N25 G S39 S03 G N20 S14 G N15 S27 G N13 S16 G N30 N29 G S40 S06 G N02 N04 G,,N03 N04 N05 N19 N20 N39 N38 S28 S27 S11 S10 S02 S03
Parallel MCTS Beeline,Parallel MCTS Beeline,One,Normal,27,86624,32,N34 S36 G S31 S34 G N02 N09 G S02 S07 G S19 S09 G N06 N07 G S16 N23 G S08 N23 G N08 N23 G,N07 N01 N02 N03 N13 N14 N31 N32 S22 S21 S06 S07,
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,27,86767,46,S39 N20 G S21 N15 G N37 N17 G N34 N33 G N35 S16 G N35 S03 G S24 N24 G S35 S31 G S32 N08 G,,N17 N18 N19 N05 N01 N07 N08 N23 N24 S34 S35 S17
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,28,87111,17,N05 S23 G S31 S12 G S37 S03 G N26 S15 G N12 S17 G N38 S06 G S34 N29 G N29 N30 G N30+ S14 G S35,,N35 N34 S24 S25 S09 S10 S02 S03 S04 S16 S17 S35
Monte Carlo Beeline 4,Parallel MCTS,Two,Normal,28,89290,75,S11 S08 G S16 S01 G N33 S28 G S20 S25 G S31 S09+ G S26 S25 G N23 N22 G N22+ S34 G S24 S33+ G S18+,,N21 N22 S32 S33 S15 S16 S17 S18 S19 S20 S06 S21
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,30,90665,68,S07 S05 G N28 S38 G S28 N38 G S09 N18 G S15 N35 G N25 N13 G S17 N16 G S26 N33 G S26 N21 G N32 S31 G,,N04 N16 N17 N35 N36 S26 S25 S09 S10 S02 S03 S04
Monte Carlo Tree Search,Parallel MCTS Beeline,One,Normal,30,93186,38,N37 N01 G S30 N40 G N24 N22 G S06 S03 G N13 N27 G N21 N29 G S11 N33 G S17 S16 G N15 N28 G N16 S35+ G,N17 N35 N36 S26 S27 S11 S10 S02 S03 S04 S16 S17,
Parallel MCTS,Parallel MCTS Beeline,One,Normal,30,96210,64,S19 S33 G S26 S27 G N24 S37 G S01 N35 G N28 N32 G S17 S05+ G S40 S13 G S01 N06 G N17+ S08 G N39 N19 G,N06 N07 N08 N09 N25 N26 N27 N28 S38 S39 S20 S06,
Parallel MCTS Beeline,Monte Carlo Beeline 4,One,Normal,31,96538,6,N11 N02 G N24 S02 G S35 S34 G S04 S15 G N33 S18 G S27 S11 G S35 N35 G N26 S36 G S26 S21 G N34 S39 G S23,N11 N12 N29 N30 N31 N32 S22 S23 S08 S09 S10 S11,
Monte Carlo Beeline 4,Monte Carlo Tree Search,One,Normal,31,96635,5,N02 N25 G S39 S22 G S06 N31 G N33 N28 G S37 S18 G N38 N37 G S26 N19 G S19+ S20 G N06 N17 G N19 S20 G S39,N07 N01 N02 N10 N11 N27 N28 S38 S39 S20 S06 S07,
Monte Carlo Tree Search,Parallel MCTS,One,Normal,36,108650,15,N15 S33 G S01 N22 G S35 N31 G N24 S03 G N29 S18 G N08 S16 G S16 N13 G S29 N10 G S10 S26 G S31+ S11 G S11+ S37 G S09 N26 G,N11 N27 N26 S36 S35 S17 S16 S04 S03 S02 S10 S11,
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,21,64214,7,N09 N20 G S13 S22 G N03 N02 G N11 S37 G S19 S20 G S29 N02 G S28 S01 G,,N01 N05 N19 N20 N39 N40 S30 S31 S14 S13 S03 S02 S01
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,21,67104,7,N09 N20 G S03 N16 G S16 N03 G S31 N05 G S07 N19+ G N01 S29 G S05 N01+ G,,N02 N01 N07 N06 N21 N40 S30 S31 S14 S13 S03 S02
Parallel MCTS,Monte Carlo Beeline 3,One,Normal,21,67981,40,S34 S07 G N17 S09 G S13 N23 G S36 N25 G N02 S23 G N24 S35+ G S36 N34 G,N10 N09 N25 N26 S36 S35 S34 S33 S15 S14 S13 S12 S11 S10,
Parallel MCTS,Monte Carlo Beeline 4,Two,Normal,22,70721,1,N01 N07 G S37 N38 G N28 N07+ G N18 S35 G N33 N26 G S36+ N19 G S35 S20 G S06,,N06 N07 N08 N09 N25 N26 S36 S37 S18 S19 S20 S06
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,22,71212,50,S23 N30 G N03 N18 G N06 S07 G N35 S20 G S27 S26 G S35 S27+ G N25 S06 G S21,,N01 N02 N03 N13 N14 N31 N30 S40 S21 S06 S07 S01
Parallel MCTS,Parallel MCTS Beeline,Two,Normal,22,72826,72,S10 N30 G S34 S37 G N27 S19 G S35 S06 G N20 N10 G N07 N13 G S20 N38 G N11,,S32 S33 S34 N24 N25 N09 N10 N11 N12 N29 N30 N31 N32
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,24,77299,14,N17 N14 G N09 N10 G S09 N01 G S07 N04 G S02 S11 G N09 S10+ G S36 N07+ G S35 S10+ G,N03 N04 N16 N17 N35 N34 S24 S25 S09 S10 S02 S03,
Monte Carlo Beeline 3,Monte Carlo Beeline 3,Two,Normal,24,77649,7,N09 N38 G N32 N33 G N02 S34 G S37 N26 G N13 S32 G N16 N33 G S24 N14 G S30 S36 G,,N18 N37 N38 S28 S29 S30 S31 S32 S33 S34 S35 S17 S18
Parallel MCTS Beeline,Parallel MCTS Beeline,One,Normal,25,78457,0,N07 S10 G S38 N28 G N37 N38 G N23 S36 G S29 N22 G N03 S13 G S19 S37 G N40 S07 G N08,N26 N25 N09 N08 N07 N01 N05 N19 N18 N37 N36 S26,
Parallel MCTS Beeline,Parallel MCTS,One,Normal,25,79795,13,N04 N40 G S09 S08 G S24 S05 G N01 S02 G S03 S04 G S13 N33 G S03 S01 G S01 S10 G S03,N03 N13 N14 N15 N33 N34 S24 S23 S08 S09 S10 S02 S03,
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,27,86222,56,S30 N40 G S26 N36 G S28 S26+ G N26 S36 G N37 S33 G S38 N28 G N04 N17 G S16 S19 G N05 N19 G,,N09 N25 N24 N23 N22 N21 N06 N20 N19 N18 N17 N35 N34 S24 S25 S09
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,27,86685,14,N17 S28 G N24 N28 G S22 S37 G N40 N06 G N26 S25 G S06 S32 G N21 S33 G S15 S14 G N15+ N20 G,N22 N21 N06 N07 N01 N05 N04 N16 N15 N33 N32 S22,
Monte Carlo Beeline 3,Parallel MCTS Beeline,Two,Normal,27,86727,16,N19 N10 G N32 N24 G S23 S24 G N27 N26 G S35 N08 G N22 S22 G S29 S28 G S09 S32 G N40 S30 G,,N27 N11 N12 N13 N14 N15 N33 N34 S24 S25 S26 S27
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,28,86823,14,N17 S33 G N02 N08 G N11 N06 G N13 N07 G N07+ N20 G N01 N30 G S22 S38 G N29 N40 G N29 N22 G N21,,N39 N20 N06 N21 N22 S32 S33 S34 S35 S36 S37 S38 S39
Monte Carlo Tree Search,Parallel MCTS,Two,Normal,27,87069,7,N09 S38 G N34 N36 G S40 N02 G S09 N20 G N37+ S25 G N26 N16 G N14 N13 G S04 S05 G N14 S04+ G,,N02 N03 N13 N12 N11 N27 N26 S36 S35 S17 S16 S04 S03 S02
Monte Carlo Tree Search,Monte Carlo Beeline 3,Two,Normal,28,87311,7,N09 N26 G N02 N04 G S16 S05 G N28 S02 G S08 S31 G S33 S34 G N35 S01 G N01 N10 G S12 N13 G N10,,N01 N02 N10 N11 N27 N26 S36 S37 S18 S19 S05 S01
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,28,88177,47,S37 S19 G N28 S38 G S31 N26 G S40 S21 G S10 S33 G S23 S22 G S24 S25 G S08 N36 G S17 S15 G S09,,N09 N25 N24 S34 S33 S15 S16 S04 S05 S01 S07 S08 S09
Parallel MCTS,Parallel MCTS,Two,Normal,28,88585,67,S20 S30 G S36 S28 G N13 N29 G N38 S34 G N06 N23 G N24 N22 G N22+ S22 G N22 N21 G N31 S32 G N22+,,N30 N29 N28 N27 N26 N25 N24 N23 N22 S32 S31 S30
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,28,89422,20,N22 S19 G S12 S04 G S01 S15 G N35 S17 G N15 S34 G S26 S31 G N13 S22 G S30 S23 G N32 S24 G S24+,,N18 N17 N35 N34 S24 S23 S22 S21 S40 S39 S38 S37 S18
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,28,90449,7,N09 N10 G S36 N27 G S20 N10+ G N25 S26 G S23 S40 G S16 N09 G N09 N21 G S38 N22 G N37 N19 G N22,,N04 N05 N01 N07 N06 N21 N22 N23 N24 S34 S35 S17 S16 S04
Parallel MCTS Beeline,Monte Carlo Tree Search,One,Normal,31,96609,66,S18 S16 G S07 S22 G N23 S40 G S30 S02 G N29 S01+ G N34 S05 G S05 S17 G N19 N05 G N01 N18 G S18 N20 G S22,N22 N23 N24 N25 N26 N27 N28 N29 N30 N31 N32 S22,
Monte Carlo Beeline 4,Monte Carlo Beeline 4,One,Normal,31,96706,10,N14 N05 G N25 N09 G N09+ N32 G N23 S24 G N08+ N33 G S10 N39 G N33 S28 G N15 S01 G N37 S14 G N37 S09 G N15,N09 N10 N11 N12 N13 N14 N15 N33 N34 S24 S25 S09,
Monte Carlo Tree Search,Parallel MCTS Beeline,One,Normal,31,96814,39,N39 N36 G S03 S10 G N25 S28 G S30 S12 G S38 S40 G S19 S20 G S30 N28 G N40 S23 G N33 N28 G S20 S29+ G S29+,N07 N06 N21 N40 S30 S29 S12 S11 S10 S09 S08 S07,
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,34,106826,7,N09 S24 G S12 N33 G S22 N16 G N29 S04 G S14 S19 G S01 N13 G N35 N15 G S37 S05 G S05 S13 G N14 N31 G S06 N30 G S06,,N17 N18 N37 N36 S26 S25 S09 S08 S07 S06 S20 S39 S38 S37 S18 S17
Monte Carlo Beeline 4,Monte Carlo Beeline 3,One,Normal,37,115792,20,N22 S19 G N36 S26 G S39 N26 G N01 N09 G N11 S21 G S30 S31 G S13 S12 G N13 N32 G N30 N27 G S22+ S13+ G S11 S12 G S12 N12+ G N12+,N30 N29 N12 N11 N10 N09 N08 N07 N06 N21 N40 S30,
Parallel MCTS,Parallel MCTS Beeline,One,Normal,18,57857,72,S10 N20 G S33 S32 G N24 N31 G S30 S32+ G S14 S13 G S04 S14+ G,N25 N24 N23 N22 S32 S31 S14 S13 S03 S02 S10 S09 S25,
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,19,60695,9,N03 S32 G S26 N21 G N30 S40 G N39 S22 G S29 S07 G N22 N06+ G S21,N21 N06 N07 N01 N02 N03 N13 N14 N31 N32 S22 S21,
Monte Carlo Beeline 4,Monte Carlo Beeline 3,One,Normal,19,61648,22,N21 N28 G S24 N33 G N05 N16 G S06 N13 G S26 N25 G S32 N32+ G N02,N22 N21 N06 N07 N01 N02 N03 N13 N14 N31 N32 S22,
Parallel MCTS Beeline,Parallel MCTS,One,Normal,19,62677,49,N32 N27 G S19 S01 G S13 S08 G S21 S25 G S27 S11 G N08 S29 G S28,N14 N15 N33 N34 S24 S25 S26 S27 S28 S29 S12 S13 S14,
Monte Carlo Beeline 3,Monte Carlo Beeline 3,Two,Normal,21,64508,50,S23 S27 G N08 N18 G N40 N20 G N38 S02 G S19 N35 G N39 S13 G S31 N26 G,,N26 N25 N09 N08 N07 N06 N20 N39 N38 S28 S27 S26
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,21,66819,75,S11 N21 G S16 S32 G N24 N25 G S14 S31 G S23 S30 G N02 S30 G S30 N10 G,N23 N24 S34 S33 S32 S31 S30 S29 S12 S11 S10 S09 S08 S23,
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,21,67746,22,N21 S37 G S03 N11 G S26 S28 G S12 N28 G N38 N37 G N38 N40+ G S30+ S29+ G,,N18 N37 N38 S28 S29 S12 S13 S03 S04 S16 S17 S18
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,22,67880,18,N20 S27 G S33 S34 G N34 N35 G S17 N16 G S37 S34 G S29 N35 G N24+ N17 G N35,,N17 N35 N36 S26 S27 S28 S29 S30 S31 S14 S15 S16 S17
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,22,69932,27,N27 S27 G S05 N18 G N01 S38 G S36 N36 G N24 S35 G N28 S10 G N34 S24 G S13,,S28 S29 S12 S13 S03 S04 S16 S17 S18 S37 S38 N28
Monte Carlo Beeline 4,Monte Carlo Beeline 4,Two,Normal,22,72309,36,N38 S36 G N16 N04 G S10 N20 G N16+ N05 G N19 N12 G N19 N32 G N13 N14+ G N13,,N17 N16 N15 N14 N13 N12 N11 N27 N26 S36 S35 S17
Parallel MCTS,Monte Carlo Beeline 3,One,Normal,24,77028,21,S32 N40 G N01 S27 G N29 S34 G S20 N25 G N33 S15 G N31 N32 G N35 S30 G N31 N14 G,N11 N12 N13 N14 N15 N33 N34 N35 N36 S26 S27 S11,
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,24,77117,36,N38 N13 G S35 S16 G S37 S14 G N26 N11 G S03 N28 G S12 S11 G N27 S10 G N27 N08 G,,N14 N13 N12 N29 N28 N27 N26 S36 S35 S34 S33 S32 S31 S14
Monte Carlo Tree Search,Parallel MCTS,One,Normal,25,77497,50,S23 S26 G N15 S11 G N30 S21 G N40 S20 G N38 S38 G N19 S40 G S07+ N28 G S39 N39 G S39,N39 N38 S28 S29 S12 S11 S10 S02 S01 S07 S06 S20 S39,
Monte Carlo Tree Search,Monte Carlo Beeline 4,One,Normal,27,86112,36,N38 S38 G N22 S20 G S10 S27 G N20 S31 G N33 S21 G S39 N26 G S23 N14 G S34 S32 G S03+ N24+ G,S32 S31 S14 S13 S03 S02 S10 S09 S08 S23 S24 N34 N33 N32,
Parallel MCTS Beeline,Parallel MCTS Beeline,Two,Normal,27,86935,4,N10 S16 G S23 N34 G N30 N08 G S18 S05 G N22 S09 G S34 S02 G S06 S07 G S26 N37 G S06 S01 G,,S24 S23 S08 S07 S01 S05 S19 S18 S17 S35 S34 N24
Monte Carlo Beeline 3,Parallel MCTS Beeline,Two,Normal,28,90276,4,N10 S31 G S23 S24 G N14 N33 G S02 N34 G S07 S23 G S11 S10 G S10 S05 G N16 S07 G S10 N19 G N20,,N19 N20 N39 N40 S30 S31 S14 S13 S03 S04 S05 S19
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,28,91593,4,N10 N28 G N22 S35 G S04 N25 G S09 S27 G N26 S37 G S12 N26 G N26 N27 G S07 N11 G S11 N12 G S11,,N12 N29 N30 S40 S39 S20 S06 S07 S08 S09 S10 S11 S12
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,30,96358,50,S23 N35 G N30 N14 G S29 N03 G S13 N12 G N26 S10 G S27 S24+ G S11 N25 G S33 N09 G S27 N24 G N08 S32 G,N09 N10 N11 N12 N13 N14 N31 N32 S22 S23 S08 S09,
Parallel MCTS Beeline,Monte Carlo Tree Search,One,Normal,31,96840,45,N28 N25 G N19 S34 G N01 S17 G N06 N08 G S07 N03 G S11 N10 G N10 S40 G N14 S20 G N40 S40+ G S39 S14 G S39,N01 N02 N10 N11 N27 N28 S38 S39 S20 S06 S07 S01,
Parallel MCTS,Parallel MCTS,One,Normal,31,97084,16,N19 N18 G N40 N38 G N13 N18+ G S40 N34 G S34 N11 G N02 N29 G N26 N27 G S12 S03 G N28 S38 G S10 S02 G N28,S28 S27 S26 S25 S24 N34 N33 N15 N14 N13 N12 N29 N28,
Parallel MCTS,Monte Carlo Beeline 4,One,Normal,31,97405,73,S02 S10 G N07 S25 G N09 S23 G N11 N20 G S09 S08 G N35 S29 G N10 S19 G S20 N04 G S18 S36 G N05 S34 G N05,N03 N04 N05 N19 N20 N39 N38 S28 S29 S12 S13 S03,
Monte Carlo Tree Search,Parallel MCTS Beeline,One,Normal,31,99460,50,S23 S01 G N09 S38 G S34 N34 G S36 N26 G S27 S30 G S25 N21 G S09+ S36 G N25 S09+ G N19 S25 G S10 N25 G S10,N27 N28 S38 S39 S40 S21 S22 S23 S08 S09 S10 S11 S27,
Parallel MCTS Beeline,Monte Carlo Beeline 4,Two,Normal,33,104811,45,N28 S22 G S19 S06 G N23 N21 G S01 S08 G S09 S05+ G S20 S10 G S31 S30 G S13 N39 G N35 N03 G N18 S21 G N05 N39 G,,N06 N21 N40 S30 S29 S12 S13 S03 S04 S05 S19 S20 S06
Parallel MCTS Beeline,Monte Carlo Beeline 3,One,Normal,33,105822,72,S10 S27 G S03 N36 G N28 S25 G N32 S23 G S12 N05 G N22 N21 G N16 S18 G N20 S29 G N08 N09 G S06 S21 G S22 N21 G,N11 N27 N28 S38 S39 S40 S21 S22 S23 S08 S09 S10 S11,
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,34,106516,50,S23 S24 G N06 S11 G N30 S02 G S26 S09 G S23 N12 G S10 N26 G N23 S38 G S10 S19 G S18 S37 G N15 S18+ G S35 S34 G N29,,N38 N37 N18 N19 N05 N01 N02 N10 N11 N12 N29 N28 S38
Monte Carlo Tree Search,Parallel MCTS Beeline,Two,Normal,21,67396,19,N18 S28 G N05 N21 G S23 N20 G N39 N03 G N02 S01 G S10 S05 G N06 N01 G,,N01 N05 N19 N20 N39 N38 S28 S27 S11 S10 S02 S01
Monte Carlo Tree Search,Parallel MCTS,Two,Normal,21,67417,48,S22 N18 G N31 N16 G N25 N03 G S38 N29 G S29 N27 G N10 N01 G S04 N04 G,,N38 N37 N18 N19 N05 N04 N03 N02 N10 N11 N27 N28 S38
Monte Carlo Tree Search,Monte Carlo Beeline 4,One,Normal,21,67528,18,N20 N27 G S22 S23 G S35 S05 G S14 N36 G S32 S07 G N21 N22 G N08 S10 G,N23 N22 N21 N40 N39 N38 N37 N36 S26 S25 S24 S23,
Monte Carlo Beeline 3,Parallel MCTS,Two,Normal,21,67543,24,N26 N38 G S35 S31 G S23 N22 G S09 S22 G N24 N23 G N01 S36 G S26 N21+ G,,N18 N37 N38 N39 N20 N06 N21 N22 N23 N24 S34 S35 S17 S18
Parallel MCTS,Monte Carlo Beeline 4,Two,Normal,22,68710,8,N13 N35 G S03 S04 G S37 N04 G S15 S10 G S07 S12 G N09 N10 G S27 S29 G N38,,N33 N34 N35 N36 N37 N38 S28 S29 S12 S13 S14 S15 S33
Monte Carlo Tree Search,Monte Carlo Tree Search,Two,Normal,22,70106,73,S02 S28 G N09 S30 G S40 S13 G S16 S35 G N18 S33 G S34 S03 G N13 N04 G N03,,N04 N03 N02 N10 N09 N25 N24 S34 S33 S15 S16 S04
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,22,70163,24,N26 S30 G N05 S03 G S22 N12 G S08 N03 G S25 N10 G N01+ N20 G N06 N39+ G N20,,N29 N12 N11 N10 N02 N01 N05 N19 N20 N39 N40 S30 S29
Monte Carlo Beeline 3,Parallel MCTS Beeline,Two,Normal,22,72336,18,N20 S04 G S38 N28 G N32 N38 G S29 S18 G S06 S20 G N16 N35 G S19 S34 G S19,,N38 S28 S29 S12 S13 S03 S04 S05 S19 S20 S39 S38
Parallel MCTS,Parallel MCTS Beeline,One,Normal,24,77065,51,S21 S09 G N32 S02 G N12 N03 G S07 N01 G N10 N06 G N38 S05 G S19 N36 G N28 N35 G,N01 N02 N10 N11 N12 N29 N30 S40 S39 S20 S19 S05 S01,
Parallel MCTS Beeline,Parallel MCTS Beeline,One,Normal,25,78398,29,S40 N16 G S14 N03 G N19 N01 G S01 S24 G S27 N37 G N22 N05 G N04 N12 G S29 N23 G N28,S28 S27 S26 S25 S24 S23 S22 S21 S40 N30 N29 N28,
Parallel MCTS Beeline,Parallel MCTS,One,Normal,25,78484,32,N34 S22 G N04 S04 G N31 S27 G N29 S08 G S25 S01 G S23+ S10 G N13 S11+ G N10 S02 G S10,N13 N14 N15 N33 N34 S24 S25 S09 S10 S02 S03 S13,
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,25,82093,18,N20 S37 G N05 N10 G N30 S08 G N08 N07 G S05 N12 G N14 N11+ G S27 N01 G N01 N09 G N08,N21 N06 N07 N08 N09 N10 N11 N12 N29 N30 S40 S21,
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,28,85406,47,S37 N25 G S17 N03 G S09 S07 G N29 N23 G S33 S34 G N07 N01 G S14 N33 G S24 N32 G N35 N08 G N07,,N07 N08 N09 N25 N26 S36 S35 S17 S16 S04 S05 S01 S07
Monte Carlo Beeline 4,Parallel MCTS Beeline,Two,Normal,27,85502,23,N23 S29 G S16 S13 G N04 N34 G S31 S18 G S26 N37 G N38 S33 G N32 S35 G N26 N29 G N01+ N14 G,,N17 N18 N37 N38 S28 S29 S30 S31 S14 S15 S16 S17
Parallel MCTS Beeline,Monte Carlo Beeline 3,One,Normal,27,86695,50,S23 N38 G N09 N27 G S27 N14 G N28 S15 G S40 N28 G S31 S32 G S13 N16 G S12 N17 G N17 N05 G,N22 S32 S33 S15 S14 S13 S12 S11 S10 S09 S08 S23 S22,
Monte Carlo Beeline 4,Parallel MCTS,Two,Normal,27,86856,72,S10 S19 G N15 S15 G N25 S34 G S21 N32 G N22 S31 G N30 N31 G S33 N14+ G S35+ N31 G S14 S32 G,,N17 N16 N04 N03 N13 N12 N29 N30 S40 S39 S38 S37 S18 S17
Parallel MCTS,Monte Carlo Tree Search,Two,Normal,28,87177,0,N07 S08 G N29 S10 G N38 S27 G S24 N27 G S12 S29 G S28 S09 G S12+ S25+ G S29 S11+ G S37 S36 G S27,,N30 S40 S21 S22 S23 S24 S25 S26 S27 S28 S29 S30
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,28,87203,72,S10 S21 G S03 N14 G S30 N34 G N16 S20 G S01 S28 G S38 S37 G N37 N08 G N01 N23 G S08 N19 G N23,,N23 N08 N07 N01 N05 N04 N16 N17 N35 N34 S24 S23
Monte Carlo Beeline 3,Monte Carlo Beeline 3,Two,Normal,28,87385,45,N28 S15 G S39 N39 G N32 N31 G S27 S19 G N10 S37 G S38 N31 G S12 N36 G S09 S29 G S35 N30 G S30,,N30 S40 S39 S38 S37 S18 S17 S16 S15 S14 S31 S30
Monte Carlo Beeline 3,Monte Carlo Tree Search,Two,Normal,28,90554,19,N18 N08 G S12 N27 G N03 N12 G S31 N10 G S09 N01 G S01 S04 G S02 N10 G S10 N09 G S02 S06 G N10,,N10 N02 N01 N07 N08 N23 N22 S32 S31 S30 S29 S12 S11 S10
Parallel MCTS Beeline,Monte Carlo Beeline 4,One,Normal,30,96258,32,N34 S27 G N04 S02 G S14 S09 G S07 S06 G N19 S19 G N06 N39 G S06 N40 G N17 N37 G N40 S01 G S38 N36 G,S40 S21 S22 N32 N33 N34 N35 N36 N37 N38 N39 N40,
